checkpoint_id,scope,relative_path,sha256,artifact_component,pretraining_source,initialization_evidence,protocol_status,prospective_test_exact_sha_exposed_in_unlabeled_pool,prospective_test_near_group_exposed_in_unlabeled_pool,notes
sha256:7777d424b48334716ff8,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_27.pth,7777d424b48334716ff8fe6df74c7b8e5acf6f913ffedcb3672a7b2e160749f6,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:3828e4e930ed29e5a25f,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_28.pth,3828e4e930ed29e5a25fc893750dbece8c54b0e8f34f5de754581dfe2de0e96f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7063bc23cb16fd274ff9,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_29.pth,7063bc23cb16fd274ff98aa8757995d360d8a19144da181ef8a8662dcd1c8b9a,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:70928e0f9df808e614f3,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_3.pth,70928e0f9df808e614f3b8bc3b45f238457b10203b0fb3b52f44c85e941f29b1,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:4803ec4e03228d5b2b19,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_30.pth,4803ec4e03228d5b2b1934013d2b7a4dd7d85d101ce0188d6bf59e4c7d5dc42f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:336a91bfe508d27d9903,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_31.pth,336a91bfe508d27d99034301cc96e1d5ae024149a7dede5f0aab3e00aa4b28f8,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:aea0fd498d31e5a20054,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_32.pth,aea0fd498d31e5a200546aae2f0273c51388663a5d05852eda8b02566e8e55ba,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:97f9456333f5e59568c1,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_33.pth,97f9456333f5e59568c10345136da805bb41ef37b93d132d32f1a4ad1b0240cf,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:715b492210b3f1d0d2d1,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_34.pth,715b492210b3f1d0d2d134c07e69d65bfa30aa2c8950ea928cd7484e958daba7,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:5415c874f3b7b2c3b11e,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_35.pth,5415c874f3b7b2c3b11ef8419df8f89ea40816444a0cf7faee64d287f6e61dc0,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:6189778485249b06eb22,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_36.pth,6189778485249b06eb22954f1c71a9fcffbc29e564f6dacf7acd6ad2f0426d57,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:9c259e0cd5a0b0197844,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_37.pth,9c259e0cd5a0b019784440345b323b57c8858552f4a0c0d9b60ce7d0bdec2f86,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:c5cfe6f6f5b0ff78904b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_38.pth,c5cfe6f6f5b0ff78904bf15af4a40fa88f6efd03ca93a888ae430a502d99a854,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f447e95af6e1817b8292,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_39.pth,f447e95af6e1817b829279890437e2fe8fc8093f3d28711092cffa02c24a5a2a,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:1920a2f8ef0829e31ca8,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_4.pth,1920a2f8ef0829e31ca8fe54804e08597f20e1c1e33feea5d7c03f3d022b5dcd,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b93cf525980f89ef4176,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_40.pth,b93cf525980f89ef41765eb45880fac37246cd9705c9b2759531a4cd965e1de6,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:d1ce065230991b47e5aa,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_41.pth,d1ce065230991b47e5aa776867b4634451d03cbad5914ba2cd39af0f63734d3d,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:28488ad75729b12c2dbe,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_42.pth,28488ad75729b12c2dbe6a2f9016baca5327fc1f85d06ffc181939002ab8d7f3,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:0b347a95edf4ddf88165,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_43.pth,0b347a95edf4ddf88165669d7d3c0cb090936563663406d20791904e43a1353b,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:6f0a940bdf9ca80d3181,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_44.pth,6f0a940bdf9ca80d318107a33004c10eed0310bf1524ee6ca9beca5789e6ffd4,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:ec60c9c69447b4d2bdf6,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_45.pth,ec60c9c69447b4d2bdf686371ea960bbb6d25111b14c0ab9231c6ddb75bb6b1f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f66b7a501f4ecfe4a0eb,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_46.pth,f66b7a501f4ecfe4a0eb4a1a585bf605c0f2df3ed2587d132ffc5b9f25eba33f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f03f331a8ca53fd3a7fa,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_47.pth,f03f331a8ca53fd3a7fa159b100db1d8fca1aec75978aaec9ac4132e15b1da51,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:8ddb1e164395c80a5d4f,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_48.pth,8ddb1e164395c80a5d4f2024d04bac3d766ea3a4baa3794a2dd0da6a44fdfc26,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7e2c1b36508f28736804,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_49.pth,7e2c1b36508f287368042b8e5dad2101f082385b9c884d04cf5ab0f572ac2495,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:627c6bb3f316d0f41a84,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_5.pth,627c6bb3f316d0f41a8473746db9650f3909e8f1d0f1949b7734fe59844139df,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:e41ded7d33cc81574ca5,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_50.pth,e41ded7d33cc81574ca558262b120e2d04aed479c4da9072d48bfb15af1377f8,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:e1f8bf1de7c088fb9613,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_51.pth,e1f8bf1de7c088fb96138e75712ca2c7b8bb46d3ddfe3a9946a0a625f8b61ba0,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:5769ef2f84559535b601,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_52.pth,5769ef2f84559535b6018a5cf0a3bb0f49b09377aa9f90edf9a3d971be7403ee,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:da593304f073fd05347b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_53.pth,da593304f073fd05347b62e2ef37fb49da8caa7a76c613889e838d38f4736ec4,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:9a77af02c38248331f71,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_54.pth,9a77af02c38248331f71416bdb82831a6118f7ddc7f12e17a80d982f2912b6ce,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:701c560ed456cfbfc90a,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_55.pth,701c560ed456cfbfc90aa51080688ea8c644671b5b4911c9e385474e7d724603,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:6c0cfd92820ce2d3e92a,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_56.pth,6c0cfd92820ce2d3e92a225c38fbfb6afc6f78daf6659db1575e4863dd047379,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:ddb99e52d06f0895c207,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_57.pth,ddb99e52d06f0895c207c96d727b228fcd9ed11421189ddaf6f07dc28dd42f75,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:c01109ad0dc0d1653d93,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_58.pth,c01109ad0dc0d1653d93c1afab294b3dc7dd3a8fa76bfad4a484580a7537b51b,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:a7be75f97aee88024056,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_59.pth,a7be75f97aee88024056cbcac0acf14eade3b41a6a0af49ff12e65a7a7000afa,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:37bd70df83a7f58e2d53,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_6.pth,37bd70df83a7f58e2d53a297743c6736eb70cfc3fa9b842df70be2da41183cbc,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:8be74760f7af2f20cca8,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_60.pth,8be74760f7af2f20cca8ddaa1d7e395b6a370a92a3e03fcf2145813639cae388,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:4a58c2b41826c461e186,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_61.pth,4a58c2b41826c461e186bb8e4819467ed69c40d713167919f0d528b75cddf882,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:1a105ed862067adb9baf,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_62.pth,1a105ed862067adb9bafc943653bf9b60c247e7e9042c9b9dfeed88857557e57,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:fa5cf605732a6a166742,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_63.pth,fa5cf605732a6a1667426398112dac46822a33089cc5ef93b64f51eff9d61e0f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:3a0e1128eb941be762c5,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_64.pth,3a0e1128eb941be762c5aa3cb139abb3520032afc1eea8df2dc76b0f24478155,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:c62a240eea0f5ec61cc9,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_65.pth,c62a240eea0f5ec61cc97669bd37f91f097a64b4d49bea90567a855177f79dbf,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:472cc7b343314feaea44,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_66.pth,472cc7b343314feaea445065ce65b5e090c2c20b256318c0d167185c23b08a8c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b4c4c99d4ed03a98e7d0,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_67.pth,b4c4c99d4ed03a98e7d0c951a9643edd15180eeaa6cc9abba579015310688887,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:71d409163876a61d8836,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_68.pth,71d409163876a61d8836667ca62cc391bf62660b2ae58ce21f45245897a13ffc,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:ac51b2d6afe298d9f3bc,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_69.pth,ac51b2d6afe298d9f3bc06c43b4c18bfca8537c5b8aeb32171a948f4afa22ea3,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:ae33cf3f1a64e947748b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_7.pth,ae33cf3f1a64e947748baeff380a42276bd4ee9070a0d6fb8c0a3711f19ac62f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:46eaa445eec856146769,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_70.pth,46eaa445eec856146769356cc11d38fb0c6c10ea6380ce45c25456777bb2a18e,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:901f7e5152545f2c5d62,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_71.pth,901f7e5152545f2c5d62e2ea42524e887c730f600ea70d8047b82a9c83da0fa5,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:9201b22f91df57b96629,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_72.pth,9201b22f91df57b96629ace1096e9971126c95eabf4621d1809b6f0af5e7f319,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:9bd9e880054b41f31e63,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_73.pth,9bd9e880054b41f31e6362dfdf4be00159e873b205986c60e065718be6414682,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:e553faa6562449872b97,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_74.pth,e553faa6562449872b97d6b8720de17af9755247611191a70fdadb7853640017,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:fb653418193b0d9772d4,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_75.pth,fb653418193b0d9772d4e9ba1186edb0d9aeec48cedcc04d28c564645624ad2e,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:fdf6705a137abde8395b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_76.pth,fdf6705a137abde8395b522941de3601e89cecfe00f657fae1664d184dfb1bc7,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:38c3a708358d56af7fbf,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_25.0_epoch_77.pth,38c3a708358d56af7fbf4856eabc5d5756c1bf02fd6170d18dc68610bf6ea16c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
